hsk3.0	traditional	simplified	pinyin	translation
7-9	溫馨	温馨	wēnxīn	warm and fragrant
7-9	瘟疫	瘟疫	wēn yì	epidemic, plague, pestilence, diseased
7-9	文	文	wén	surname Wen, language, culture, writing, formal, literary, gentle, (old) classifier for coins, Kangxi radical 67
7-9	文具	文具	wén jù	stationery, item of stationery (pen, pencil, eraser, pencil sharpener etc)
7-9	文科	文科	wén kē	liberal arts, humanities
7-9	文盲	文盲	wén máng	illiterate
7-9	文憑	文凭	wénpíng	diploma
7-9	文人	文人	wénrén	man of letters, scholar, literati, civilian (vs. military)
7-9	文物	文物	wénwù	historical relics, cultural objects, artifact, historical relic, cultural relic, cultural/historical objects/relics, cultural, historical objects, relics
7-9	文獻	文献	wénxiàn	document, bibliography, data related to a country's history, bibliographic, literature, data, data/documents related to a country's history/culture/etc., documents related to a country's culture, documents related to a country's history, culture, etc.
7-9	文雅	文雅	wén yǎ	elegant, refined
7-9	聞名	闻名	wénmíng	known, famous, know sb. by repute, be familiar with sb.'s name, well-known, famed
7-9	蚊帳	蚊帐	wén zhàng	mosquito net, CL:頂|顶[ding3]
7-9	蚊子	蚊子	wénzi5	culex, mosquito, punkie
7-9	脗	吻	wěn	kiss, to kiss, mouth, variant of 吻[wen3]
7-9	吻合	吻合	wěn hé	to be a good fit, to be identical with, to adjust oneself to, to fit in
7-9	紊亂	紊乱	wěn luàn	disorder, chaos
7-9	穩固	稳固	wěn gù	stable, steady, firm, to stabilize
7-9	穩健	稳健	wěn jiàn	firm, stable and steady
7-9	穩妥	稳妥	wěn tuǒ	dependable
7-9	穩重	稳重	wěn zhòng	steady, earnest, staid
7-9	問卷	问卷	wènjuàn	questionnaire
7-9	問世	问世	wèn shì	to be published, to come out
7-9	窩	窝	wō	nest, pit or hollow on the human body, lair, den, place, to harbor or shelter, to hold in check, to bend, classifier for litters and broods
7-9	臥	卧	wò	to lie, to crouch
7-9	污穢	污秽	wū huì	nasty, sordid, filthy
7-9	巫婆	巫婆	wū pó	witch, sorceress, female shaman
7-9	嗚咽	呜咽	wū yè	to sob, to whimper
7-9	屋頂	屋顶	wūdǐng	roofing, rigging, rooftree, cap, roof top, house top, rooftop, attic, roof, housetop
7-9	無比	无比	wúbǐ	unparalleled, matchless
7-9	無不	无不	wúbù	without exception, invariably
7-9	無償	无偿	wú cháng	free, no charge, at no cost
7-9	無敵	无敌	wú dí	unequalled, without rival, a paragon
7-9	無惡不作	无恶不作	wú è bù zuò	not to shrink from any crime (idiom), to commit any imaginable misdeed
7-9	無非	无非	wúfēi	nothing but, than, simply, only
7-9	無辜	无辜	wú gū	innocent, innocence, not guilty (law)
7-9	無故	无故	wú gù	without cause or reason
7-9	無關緊要	无关紧要	wú guān jǐn yào	indifferent, insignificant
7-9	無話可說	无话可说	wú huà kě shuō	to have nothing to say (idiom)
7-9	無濟於事	无济于事	wú jì yú shì	to no avail, of no use
7-9	無家可歸	无家可归	wú jiā kě guī	homeless
7-9	無精打采	无精打采	wú jīng dǎ cǎi	dispirited and downcast (idiom), listless, in low spirits, washed out
7-9	無可奉告	无可奉告	wú kě fèng gào	(idiom) 'no comment'
7-9	無可厚非	无可厚非	wú kě hoù fēi	see 未可厚非[wei4 ke3 hou4 fei1]
7-9	無可奈何	无可奈何	wú kě nài hé	have no way out, have no alternative, abbr. to 無奈|无奈[wu2 nai4]
7-9	無理	无理	wú lǐ	irrational, unreasonable
7-9	無力	无力	wúlì	powerless, feel weak, lack strength, incapable
7-9	無論如何	无论如何	wúlùnrúhé	disregarding, aught, in any event, anyway, in any case, ought, at any rate, no matter what happens, irrespective, no matter, however, leastwise, anyhow, anywise, irregardless, leastways, whatever may come, disregardless, no matter what, regardless, come hell or high water, in_any_case
7-9	無能	无能	wúnéng	incompetent, incapable
7-9	無能為力	无能为力	wú néng wéi lì	impotent (idiom), powerless, helpless
7-9	無情	无情	wúqíng	merciless, harden, heartless, ruthless
7-9	無情無義	无情无义	wú qíng wú yì	completely lacking any feeling or sense of justice (idiom), cold and ruthless
7-9	無窮	无穷	wúqióng	infinite, endless, inexhaustible
7-9	無私	无私	wú sī	selfless, unselfish, disinterested, altruistic
7-9	無所事事	无所事事	wú suǒ shì shì	to have nothing to do, to idle one's time away (idiom)
7-9	無所作為	无所作为	wú suǒ zuò wéi	attempting nothing and accomplishing nothing (idiom), without any initiative or drive, feckless
7-9	無條件	无条件	wú tiáo jiàn	unconditional
7-9	無微不至	无微不至	wú wēi bù zhì	in every possible way (idiom), meticulous
7-9	無線	无线	wú xiàn	wireless
7-9	無線電	无线电	wúxiàndiàn	radio
7-9	無形	无形	wúxíng	invisible
7-9	無形中	无形中	wú xíng zhōng	imperceptibly, virtually
7-9	無須	无须	wú xū	need not, not obliged to, not necessarily
7-9	無意	无意	wúyì	have no intention, not be inclined to, have no intention to
7-9	無憂無慮	无忧无虑	wú yoū wú lǜ	carefree and without worries (idiom)
7-9	無緣	无缘	wú yuán	to have no opportunity, no way (of doing sth), no chance, no connection, not placed (in a competition), (in pop lyrics) no chance of love, no place to be together etc
7-9	無知	无知	wúzhī	ignorant, stupid
7-9	無足輕重	无足轻重	wú zú qīng zhòng	insignificant
7-9	五花八門	五花八门	wǔ huā bā mén	myriad, all kinds of, all sorts of
7-9	五星級	五星级	wǔ xīng jí	five-star (hotel)
7-9	武力	武力	wǔlì	military unit, armory, armoury, armed force, saber, arsenal, military force, armed strength, armed might, force, bayonet, force of arms
7-9	武裝	武装	wǔzhuāng	arm
7-9	侮辱	侮辱	wǔ rǔ	to insult, to humiliate, dishonor
7-9	捂	捂	wǔ	to enclose, to cover with the hand (one's eyes, nose or ears), to cover up (an affair), contrary, to contradict
7-9	舞廳	舞厅	wǔ tīng	dance hall, ballroom, CL:間|间[jian1]
7-9	勿	勿	wù	do not
7-9	務必	务必	wùbì	by_any_means, always, must, should, be
7-9	務實	务实	wùshí	deal with concrete matters relating to work, try to be practical/pragmatic, pragmatic, try to be pragmatic, try to be practical, deal with concrete matters
7-9	物流	物流	wù liú	distribution (business), logistics
7-9	物體	物体	wùtǐ	object, body, thrust, substance, matter, physical object
7-9	物證	物证	wù zhèng	material evidence
7-9	物資	物资	wù zī	goods, supplies
7-9	誤差	误差	wù chā	difference, error, inaccuracy
7-9	誤導	误导	wù dǎo	to mislead, to misguide, misleading
7-9	誤區	误区	wù qū	mistaken ideas, misconceptions, the error of one's ways
7-9	霧	雾	wù	(soft) rime
7-9	吸納	吸纳	xī nà	to take in, to absorb, to admit, to accept
7-9	吸取	吸取	xī qǔ	to absorb, to draw (a lesson, insight etc), to assimilate
7-9	昔日	昔日	xī rì	formerly, in olden days
7-9	息息相關	息息相关	xíxíxiāngguān	be closely linked, be closely bound up
7-9	稀	稀	xī	rare, uncommon, watery, sparse
7-9	稀罕	稀罕	xī han	rare, uncommon, rarity, to value as a rarity, to cherish, Taiwan pr. [xi1 han3]
7-9	稀奇	稀奇	xī qí	rare, strange
7-9	稀少	稀少	xī shǎo	sparse, rare
7-9	錫	锡	xī	tin (chemistry), to bestow, to confer, to grant, Taiwan pr. [xi2]
7-9	熙熙攘攘	熙熙攘攘	xī xī rǎng rǎng	bustling with activity (idiom)
7-9	熄火	熄火	xī huǒ	(of fire, lamp etc) to go out, to put out (fire), (fig.) to die down, (of a vehicle) to stall
7-9	膝蓋	膝盖	xī gài	knee
7-9	嬉笑	嬉笑	xī xiào	to be laughing and playing, to giggle
7-9	習俗	习俗	xísú	mores, custom, form, consuetudinary, institute, social custom, Sunna, convention, convenance, consuetude, conventionalism, ways, respectability, usage, manners, consuetudinal, conventionality
7-9	席	席	xí	m.[general]
7-9	席位	席位	xí wèi	a seat (in a theater, stadium etc), parliamentary or congressional seat
7-9	襲擊	袭击	xí jī	attack (esp. surprise attack), raid, to attack
7-9	媳婦	媳妇	xífù	the wife of a relative of the younger generation's, wife of sb. of younger generation, daughter-in-law, son's wife
7-9	洗滌劑	洗涤剂	xǐ dí jì	cleaning agent, detergent
7-9	洗禮	洗礼	xǐ lǐ	baptism (lit. or fig.)
7-9	喜出望外	喜出望外	xǐ chū wàng wài	to be pleased beyond one's expectations (idiom), overjoyed at the turn of events
7-9	喜好	喜好	xǐ hào	to like, fond of, to prefer, to love, one's tastes, preference
7-9	喜酒	喜酒	xǐ jiǔ	wedding feast, liquor drunk at a wedding feast
7-9	喜怒哀樂	喜怒哀乐	xǐ nù āi lè	four types of human emotions, namely: happiness 歡喜|欢喜[huan1 xi3], anger 憤怒|愤怒[fen4 nu4], sorrow 悲哀[bei1 ai1] and joy 快樂|快乐[kuai4 le4]
7-9	喜慶	喜庆	xǐ qìng	jubilation, festive
7-9	喜事	喜事	xǐ shì	happy occasion, wedding
7-9	喜糖	喜糖	xǐ táng	sweet given on a happy occasion (esp. wedding)
7-9	喜洋洋	喜洋洋	xǐ yáng yáng	radiant with joy
7-9	喜悅	喜悦	xǐyuè	happy, joyous
7-9	細膩	细腻	xìnì	fine and smooth, exquisite, minute
7-9	細微	细微	xì wēi	tiny, minute, fine, subtle, sensitive (instruments)
7-9	細心	细心	xìxīn	careful, attentive
7-9	蝦	虾	há, xiā	see 蝦蟆|虾蟆[ha2 ma5], shrimp, prawn
7-9	瞎	瞎	xiā	blind, groundlessly, foolishly, to no purpose
7-9	俠義	侠义	xiá yì	chivalrous, chivalry, knight-errantry
7-9	峽谷	峡谷	xiá gǔ	canyon, gill, ravine
7-9	狹隘	狭隘	xiá ài	narrow, tight, narrow minded, lacking in experience
7-9	狹小	狭小	xiáxiǎo	narrow and small, narrow
7-9	狹窄	狭窄	xiázhǎi	narrow, bottleneck, narrow and limited, cramped
7-9	下場	下场	xià chǎng, xià chang	to leave (the stage, an exam room, the playing field etc), to take part in some activity, to take an examination (in the imperial examination system), the end, to conclude
7-9	下跌	下跌	xiàdié	fall, decline, decrease
7-9	下崗	下岗	xià gǎng	to come off sentry duty, to lay off (a worker), laid-off
7-9	下功夫	下功夫	xià gōng fu	see 下工夫[xia4 gong1 fu5]
7-9	下海	下海	xià hǎi	to go out to sea, to enter the sea (to swim etc), (fig.) to take the plunge (e.g. leave a secure job, or enter prostitution etc)
7-9	下級	下级	xià jí	low ranking, low level, underclass, subordinate
7-9	下決心	下决心	xià jué xīn	to determine, to resolve
7-9	下令	下令	xiàlìng	give orders, order, give order, call_out, appoint, prescribe, call out, dictate
7-9	下落	下落	xià luò	whereabouts, to drop, to fall
7-9	下期	下期	xiàqī	next time
7-9	下棋	下棋	xià qí	to play chess
7-9	下山	下山	xiàshān	descend mountain, descend hill
7-9	下手	下手	xià shoǔ	to start, to put one's hand to, to set about, the seat to the right of the main guest
7-9	下屬	下属	xià shǔ	subordinate, underling
7-9	下台	下台	xiàtái	fall out of power, leave office, step down from the stage/platform
7-9	下調	下调	xià diào, xià tiáo	to demote, to pass down to a lower unit, to adjust downwards, to lower (prices, wages etc)
7-9	下鄉	下乡	xià xiāng	to go to the countryside
7-9	下旬	下旬	xià xún	last third of the month
7-9	下一代	下一代	xià yī dài	the next generation
7-9	下意識	下意识	xià yì shí	subconscious mind
7-9	下游	下游	xiàyóu	lower reaches (of river), lower level
7-9	下墜	下坠	xiàzhuì	Fall
7-9	嚇唬	吓唬	xià hu	to scare, to frighten
7-9	嚇人	吓人	xiàrén	Scary
7-9	夏令營	夏令营	xià lìng yíng	summer camp
7-9	仙鶴	仙鹤	xiān hè	red-crowned crane (Grus japonensis)
7-9	仙女	仙女	xiān nǚ	fairy
7-9	先例	先例	xiān lì	antecedent, precedent
7-9	先天	先天	xiāntiān	a priori, congenital, natural, innately, innate, inborn
7-9	纖維	纤维	xiānwéi	fiber, staple
7-9	掀	掀	xiān	to lift (a lid), to rock, to convulse
7-9	掀起	掀起	xiānqǐ	lift, raise, surge, cause to surge, start (movement/etc.)
7-9	鮮活	鲜活	xiān huó	vivid, lively, (of food ingredients) live or fresh
7-9	鮮美	鲜美	xiān měi	delicious, tasty
7-9	鮮血	鲜血	xiān xuè	blood
7-9	弦	弦	xián	bow string, string of musical instrument, watchspring, chord (segment of curve), hypotenuse, CL:根[gen1]
7-9	銜接	衔接	xián jiē	to join together, to combine
7-9	嫌棄	嫌弃	xián qì	to avoid sb (out of dislike), to turn one's back on sb, to ignore
7-9	嫌疑	嫌疑	xiányí	cloud, suspicion
7-9	顯而易見	显而易见	xiǎn ér yì jiàn	clearly and easy to see (idiom), obviously, clearly, it goes without saying
7-9	顯赫	显赫	xiǎn hè	illustrious, celebrated
7-9	顯示器	显示器	xiǎnshìqì	monitor, display, caller ID, indicator
7-9	顯現	显现	xiǎnxiàn	demonstrate, come on, show, uncover, show_up, express, come out, manifest oneself, show up, turn up, appear, reveal, reveal oneself, emerge, show_off, appearance, run, evince, surface, kithe, take_on, unveil, break, bring out
7-9	顯眼	显眼	xiǎn yǎn	conspicuous, eye-catching, glamorous
7-9	現成	现成	xiàn chéng	ready-made, readily available
7-9	現任	现任	xiànrèn	be incumbent, be currently in office
7-9	現行	现行	xiànxíng	operation, in force/operation, currently in operation, in effect, force, currently in effect, in effect/force/operation, active, current
7-9	限	限	xiàn	set a limit, restrict
7-9	限定	限定	xiàndìng	prescribe limit to, demarcate, specify, qualify, restrict, restriction, set limit to, specialize, prescribe a limit to, prescribe, prescribe/set limit to, set a limit to, restrain, delimitate, define, terminate, ration, determine, limit, delineate, delimit
7-9	限度	限度	xiàn dù	limitation, limit
7-9	限於	限于	xiànyū	be confined, restrict, be limited to, be confined to, limited to
7-9	線條	线条	xiàntiáo	line (in drawing, bar, etc.), printing, line (in drawing/printing/etc.), contour, lines, striation, stria, line, trace, streak, tracing
7-9	憲法	宪法	xiànfǎ	constitution, charter
7-9	陷	陷	xiàn	pitfall, trap, to get stuck, to sink, to cave in, to frame (false charge), to capture (a city in battle), to fall (to the enemy), defect
7-9	陷阱	陷阱	xiànjǐng	sweetener, pit, pitfall, hook, lure, trap, cobweb, shoal, trapan, booby_trap, noose, come-on, booby-trap, fall-trap, ambush, net, snare, quicksand, springe, decoy, trepan, mesh, bait, gin
7-9	餡兒	馅儿	xiànr	stuffing, forcemeat, filling, erhua variant of 餡|馅[xian4]
7-9	羨慕	羡慕	xiàn mù	to envy, to admire
7-9	獻血	献血	xiàn xuè	to donate blood
7-9	腺	腺	xiàn	gland
7-9	鄉親	乡亲	xiāng qīn	fellow countryman (from the same village), local people, villager, the folks back home
7-9	鄉下	乡下	xiāngxià	country, countryside, rural, village, province, country(side), mofussil, back_country
7-9	相伴	相伴	xiāng bàn	to accompany sb, to accompany each other
7-9	相比之下	相比之下	xiāng bǐ zhī xià	by comparison
7-9	相差	相差	xiāngchā	differ
7-9	相傳	相传	xiāngchuán	tradition has it that..., according to legend, pass on from one to another, hand down from one to another, hand down or pass on from one to another
7-9	相當於	相当于	xiāngdāngyū	muster, be equal to, equivalent, amount
7-9	相對	相对	xiāngduì	be opposite, be face to face
7-9	相對而言	相对而言	xiāngduìéryán	Relatively speaking
7-9	相輔相成	相辅相成	xiāng fǔ xiāng chéng	to complement one another (idiom)
7-9	相繼	相继	xiāngjì	about, one_after_another, one after another, in succession
7-9	相連	相连	xiānglián	communicate, be joined, interconnect, be linked together, intercommunicate, interlink, meet, attach
7-9	相識	相识	xiāng shí	to get to know each other, acquaintance
7-9	相提並論	相提并论	xiāng tí bìng lùn	to discuss two disparate things together (idiom), to mention on equal terms, to place on a par with, (often with negatives: impossible to mention X in the same breath as Y)
7-9	相通	相通	xiāng tōng	interlinked, connected, communicating, in communication, accommodating
7-9	相依為命	相依为命	xiāng yī wéi mìng	mutually dependent for life (idiom), to rely upon one another for survival, interdependent
7-9	相遇	相遇	xiāng yù	to meet, to encounter, to come across
7-9	相約	相约	xiāng yuē	to agree (on a meeting place, date etc), to reach agreement, to make an appointment
7-9	香料	香料	xiāng liào	spice, flavoring, condiment, perfume
7-9	香水	香水	xiāngshuǐ	perfumery, cologne, aroma, perfume, fragrance, scent, rosewood, fragrancy
7-9	香味	香味	xiāngwèi	spicery, incense, redolence, odor, aroma, spiciness, sweetness, fragrance, flavor, bouquet, sapidness, flavour, sapidity, perfume, spice, smell, snuff, scent, fragrancy, balm, nose, zest
7-9	香煙	香烟	xiāngyān	cigarette, incense smoke
7-9	香油	香油	xiāng yoú	sesame oil, perfumed oil
7-9	鑲	镶	xiāng	to inlay, to embed, ridge, border
7-9	鑲嵌	镶嵌	xiāng qiàn	to inlay, to embed, to set (e.g. a jewel in a ring), tiling, tesselation
7-9	詳盡	详尽	xiáng jìn	thorough and detailed, exhaustive, the tedious details in full
7-9	祥和	祥和	xiáng hé	auspicious and peaceful
7-9	亯	享	xiǎng	to enjoy, to benefit, to have the use of, old variant of 享[xiang3]
7-9	享有	享有	xiǎngyǒu	enjoy (right/etc.)
7-9	響亮	响亮	xiǎng liàng	loud and clear, resounding
7-9	響起	响起	xiǎngqǐ	ring_out, ring out, speak, sound, start to ring
7-9	響應	响应	xiǎng yìng	to respond to, answer, CL:個|个[ge4]
7-9	想方設法	想方设法	xiǎng fāng shè fǎ	to think up every possible method (idiom), to devise ways and means, to try this, that and the other
7-9	向來	向来	xiànglái	typically, heretofore, always, all along, forever
7-9	嚮往	向往	xiàng wǎng	to yearn for, to look forward to
7-9	嚮著	向着	xiàngzhe	Toward
7-9	項鏈	项链	xiàng liàn	necklace, CL:條|条[tiao2]
7-9	像	像	xiàng	be like
7-9	像樣	像样	xiàng yàng	presentable, decent, up to par
7-9	橡膠	橡胶	xiàng jiāo	rubber, caoutchouc
7-9	橡皮	橡皮	xiàng pí	rubber, an eraser, CL:塊|块[kuai4]
7-9	削	削	xiāo, xuē	to peel with a knife, to pare, to cut (a ball at tennis etc), to pare, to reduce, to remove, Taiwan pr. [xue4]
7-9	消	消	xiāo	to disappear, to vanish, to eliminate, to spend (time), have to, need
7-9	消沉	消沉	xiāo chén	depressed, bad mood, low spirit
7-9	消遣	消遣	xiāo qiǎn	to while the time away, amusement, pastime, recreation, to make sport of
7-9	蕭條	萧条	xiāo tiáo	bleak, desolate, (economic) depression or slump
7-9	銷	销	xiāo	to melt (metal), to cancel or annul, to sell, to spend, to fasten with a bolt, bolt or pin
7-9	銷毀	销毁	xiāo huǐ	to destroy (by melting or burning), to obliterate
7-9	銷量	销量	xiāo liàng	sales volume
7-9	瀟灑	潇洒	xiāo sǎ	confident and at ease, free and easy
7-9	小丑	小丑	xiǎo choǔ	clown
7-9	小販	小贩	xiǎo fàn	peddler, hawker
7-9	小看	小看	xiǎo kàn	to look down on, to underestimate
7-9	小康	小康	xiǎo kāng	Xiaokang, a Confucian near-ideal state of society, second only to Datong 大同[Da4 tong2], moderately affluent, well-off, a period of peace and prosperity
7-9	小路	小路	xiǎo lù	minor road, lane, pathway, trail
7-9	小品	小品	xiǎo pǐn	short, simple literary or artistic creation, essay, skit
7-9	小氣	小气	xiǎo qì	stingy, petty, miserly, narrow-minded
7-9	小區	小区	xiǎo qū	neighborhood, district
7-9	小曲	小曲	xiǎo qǔ	popular song, folk tune, ballad
7-9	小人	小人	xiǎo rén	person of low social status (old), I, me (used to refer humbly to oneself), nasty person, vile character
7-9	小提琴	小提琴	xiǎotíqín	violin
7-9	小溪	小溪	xiǎo xī	brook, streamlet
7-9	小心翼翼	小心翼翼	xiǎoxīnyìyì	with great care, cautiously
7-9	小卒	小卒	xiǎo zú	foot soldier, minor figure, a nobody, (chess) pawn
7-9	孝敬	孝敬	xiào jìng	to show filial respect, to give presents (to one's elders or superiors), to support one's aged parents
7-9	孝順	孝顺	xiàoshùn	filial, show filial obedience
7-9	肖像	肖像	xiào xiàng	portrait (painting, photo etc), (in a general sense) representation of a person, likeness
7-9	傚仿	效仿	xiào fǎng	see 仿傚|仿效[fang3 xiao4]
7-9	效力	效力	xiàolì	effect
7-9	效益	效益	xiàoyì	beneficial result, benefit
7-9	效應	效应	xiàoyìng	effect
7-9	協定	协定	xiédìng	agreement, accord, pact
7-9	協同	协同	xié tóng	to cooperate, in coordination with, coordinated, collaborate, collaboration, collaborative
7-9	協作	协作	xié zuò	cooperation, coordination
7-9	邪	邪	xié	demonic, iniquitous, nefarious, evil, unhealthy influences that cause disease (Chinese medicine)
7-9	邪惡	邪恶	xié è	sinister, vicious, wicked, evil
7-9	挾持	挟持	xié chí	to seize
7-9	攜帶	携带	xīdài	bring, schlep, schlepp, take along, carry
7-9	攜手	携手	xié shoǔ	hand in hand, to join hands, to collaborate
7-9	寫照	写照	xiě zhào	portrayal
7-9	洩	泄	xiè	to leak (of water or gas), to drip, to drain, to discharge, to leak out, to divulge (secrets), to give vent (to anger, spite etc), to disperse, to reduce, variant of 泄[xie4]
7-9	泄漏	泄漏	xiè loù	(of a liquid or gas) to leak, to divulge (a secret), to leak
7-9	泄露	泄露	xiè lù	to leak (information), to divulge, also pr. [xie4 lou4]
7-9	洩密	泄密	xiè mì	to leak secrets
7-9	洩氣	泄气	xiè qì	to leak (gas), to be discouraged, to despair, (disparaging) pathetic, to vent one's anger, (of a tire) to be flat
7-9	瀉	泻	xiè	to flow out swiftly, to flood, a torrent, diarrhea, laxative
7-9	卸	卸	xiè	to unload, to unhitch, to remove or strip, to get rid of
7-9	心愛	心爱	xīnài	love, treasure
7-9	心安理得	心安理得	xīn ān lǐ dé	to have a clear conscience, to have no qualms about sth
7-9	心病	心病	xīn bìng	anxiety, sore point, secret worry, mental disorder, heart disease (medicine)
7-9	心腸	心肠	xīn cháng	heart, intention, one's inclination, state of mind, to have the heart for sth, mood
7-9	心得	心得	xīndé	what one has learned from work/study/etc., study, what one has learned from work, insight, acquaintanceship, what one has learned from study/etc., etc., what one has learned from work, study, etc.
7-9	心慌	心慌	xīn huāng	to be flustered, (dialect) irregular heart-beat
7-9	心急如焚	心急如焚	xīnjírúfén	Anxious
7-9	心裡話	心里话	xīn li huà	(to express one's) true feelings, what is on one's mind, secret mind
7-9	心靈手巧	心灵手巧	xīn líng shoǔ qiǎo	capable, clever, dexterous
7-9	心目	心目	xīn mù	mind, view
7-9	心聲	心声	xīnshēng	heartfelt wish, aspiration, thinking
7-9	心事	心事	xīnshì	weight on one's mind, worry
7-9	心思	心思	xīnsī	thought, idea, thinking, state of mind, mood
7-9	心酸	心酸	xīn suān	to feel sad
7-9	心想事成	心想事成	xīn xiǎng shì chéng	to have one's wishes come true, wish you the best!
7-9	心胸	心胸	xīnxiōng	breadth of mind
7-9	心血	心血	xīnxiě	painstaking care/effort
7-9	心眼兒	心眼儿	xīnyǎnr	one's thoughts, mind, intention, willingness to accept new ideas, baseless suspicions
7-9	心意	心意	xīnyì	regard, kindly feeling, intention, purpose
7-9	芯片	芯片	xīn piàn	computer chip, microchip
7-9	辛勤	辛勤	xīn qín	hardworking, industrious
7-9	辛酸	辛酸	xīn suān	pungent (taste), bitter, fig. sad, miserable
7-9	欣慰	欣慰	xīnwèi	delighted, be gratified
7-9	欣喜	欣喜	xīn xǐ	happy
7-9	欣欣向榮	欣欣向荣	xīn xīn xiàng róng	luxuriant growth (idiom), flourishing, thriving
7-9	新潮	新潮	xīn cháo	modern, fashionable
7-9	新陳代謝	新陈代谢	xīn chén dài xiè	metabolism (biology), the new replaces the old (idiom)
7-9	新房	新房	xīn fáng	brand new house, bridal chamber
7-9	新款	新款	xīn kuǎn	new style, latest fashion, new model
7-9	新奇	新奇	xīn qí	novelty, new and odd
7-9	新生	新生	xīnshēng	new student
7-9	新式	新式	xīn shì	new style, latest type
7-9	新手	新手	xīn shoǔ	new hand, novice, raw recruit
7-9	新穎	新颖	xīnyǐng	new and original, novel
7-9	信貸	信贷	xìn dài	credit, borrowed money
7-9	信件	信件	xìn jiàn	letter (sent by mail)
7-9	信賴	信赖	xìnlài	trust, count on, have faith in
7-9	信譽	信誉	xìn yù	prestige, distinction, reputation, trust
7-9	興奮劑	兴奋剂	xīng fèn jì	stimulant, doping (in athletics)
7-9	興建	兴建	xīngjiàn	build, construct
7-9	興起	兴起	xīngqǐ	rise, spring up, be on the upgrade
7-9	星座	星座	xīng zuò	constellation, astrological sign, CL:張|张[zhang1]
7-9	猩猩	猩猩	xīng xing	orangutan
7-9	腥	腥	xīng	fishy (smell)
7-9	刑法	刑法	xíng fǎ	criminal law
7-9	行使	行使	xíngshǐ	exercise, perform
7-9	行政	行政	xíngzhèng	administration
7-9	行走	行走	xíngzǒu	mooch, tread, go, make, navigate, go on foot, walk
7-9	形形色色	形形色色	xíng xíng sè sè	all kinds of, all sorts of, every (different) kind of
7-9	形影不離	形影不离	xíng yǐng bù lí	inseparable (as form and shadow)
7-9	醒來	醒来	xǐnglái	waken, awaken, rouse, wake up, wake
7-9	醒目	醒目	xǐng mù	eye-grabbing (headline), striking (illustration)
7-9	醒悟	醒悟	xǐng wù	to come to oneself, to come to realize, to come to see the truth, to wake up to reality
7-9	興高采烈	兴高采烈	xìng gāo cǎi liè	happy and excited (idiom), in high spirits, in great delight
7-9	興致	兴致	xìng zhì	mood, spirits, interest
7-9	倖存	幸存	xìng cún	survivor (of a disaster)
7-9	幸好	幸好	xìnghǎo	fortunately, luckily
7-9	幸虧	幸亏	xìng kuī	fortunately, luckily
7-9	幸免	幸免	xìng miǎn	narrowly and luckily escape
7-9	性價比	性价比	xìng jià bǐ	quality-price ratio
7-9	性命	性命	xìng mìng	life
7-9	性情	性情	xìngqíng	constitution, fibre, aptness, acerbity, fiber, affection, temper, disposition, individuality, blood, streak, temperament
7-9	姓氏	姓氏	xìng shì	family name
7-9	凶殘	凶残	xiōng cán	savage
7-9	凶惡	凶恶	xiōng è	variant of 兇惡|凶恶, fierce, ferocious, fiendish, frightening
7-9	凶狠	凶狠	xiōng hěn	cruel, vicious, fierce and malicious, vengeful
7-9	兇猛	凶猛	xiōng měng	fierce, violent, ferocious
7-9	洶湧	汹涌	xiōng yǒng	to surge up violently (of ocean, river, lake etc), turbulent
7-9	胸膛	胸膛	xiōng táng	chest
7-9	胸有成竹	胸有成竹	xiōng yoǔ chéng zhú	to plan in advance (idiom), a card up one's sleeve, forewarned is forearmed
7-9	雄厚	雄厚	xióng hoù	robust, strong and solid
7-9	休克	休克	xiū kè	shock (loanword), to go into shock
7-9	休眠	休眠	xiū mián	to be dormant (biology), inactive (volcano), to hibernate (computing)
7-9	休想	休想	xiū xiǎng	don't think (that), don't imagine (that)
7-9	休養	休养	xiū yǎng	to recuperate, to recover, to convalesce
7-9	修補	修补	xiū bǔ	to mend
7-9	修長	修长	xiū cháng	slender, lanky, tall and thin
7-9	修訂	修订	xiūdìng	revise
7-9	修路	修路	xiū lù	to repair a road
7-9	修正	修正	xiūzhèng	revise, amend, correct
7-9	羞愧	羞愧	xiū kuì	ashamed
7-9	秀麗	秀丽	xiù lì	pretty, beautiful
7-9	秀美	秀美	xiù měi	elegant, graceful
7-9	袖手旁觀	袖手旁观	xiù shoǔ páng guān	to watch with folded arms (idiom), to look on without lifting a finger
7-9	繡	绣	xiù	to embroider, embroidery
7-9	銹	锈	xiù	to corrode, to rust
7-9	嗅覺	嗅觉	xiù jué	sense of smell
7-9	須	须	xū	must, have to
7-9	虛	虚	xū	emptiness, void, abstract theory or guiding principles, empty or unoccupied, diffident or timid, false, humble or modest, (of health) weak, virtual, in vain
7-9	虛構	虚构	xū goù	to make up, fabrication, fictional, imaginary
7-9	虛幻	虚幻	xū huàn	imaginary, illusory
7-9	虛假	虚假	xū jiǎ	false, phony, pretense
7-9	虛擬	虚拟	xūnǐ	conjecture, fictitious, pseudo, suppositional, fantasy
7-9	虛弱	虚弱	xū ruò	weak, in poor health
7-9	虛偽	虚伪	xū wěi	false, hypocritical, artificial, sham
7-9	需	需	xū	need
7-9	徐徐	徐徐	xú xú	slowly, gently
7-9	許	许	xǔ	det.: or so
7-9	許可證	许可证	xǔ kě zhèng	license, authorization, permit
